Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
SRR11605270_1 - illumina_universal_adapter	(1, 0.0)	(2, 2.4854032268487175e-05)	(3, 2.4854032268487175e-05)	(4, 3.728104840273076e-05)	(5, 3.728104840273076e-05)	(6, 3.728104840273076e-05)	(7, 3.728104840273076e-05)	(8, 6.213508067121794e-05)	(9, 8.698911293970512e-05)	(10, 0.00012427016134243589)	(12, 0.00014912419361092305)	(14, 0.00014912419361092305)	(16, 0.0001739782258794102)	(18, 0.000211259274282141)	(20, 0.00024232681461774995)	(22, 0.0002982483872218461)	(24, 0.00036038346789306406)	(26, 0.0004349455646985256)	(28, 0.0004846536292354999)	(30, 0.0004908671373026217)	(32, 0.0005219346776382306)	(34, 0.0005343616937724743)	(36, 0.0005654292341080833)	(38, 0.0005840697583094486)	(40, 0.000633777822846423)	(42, 0.0006524183470477884)	(44, 0.0006710588712491538)	(46, 0.000720766935786128)	(48, 0.000751834476121737)	(50, 0.0008201830648600768)	(52, 0.000876104637464173)	(54, 0.0009071721777997819)	(56, 0.0009630937504038781)	(58, 0.0010500828633435832)	(60, 0.0011929935488873846)	(62, 0.0013048366940955768)	(64, 0.0013856122989681602)	(66, 0.001503668952243474)	(68, 0.0016092985893845445)	(70, 0.0017832768152639547)	(72, 0.002006963105680339)	(74, 0.0021560872992912625)	(76, 0.0023673465735734034)	(78, 0.002690448993063737)	(80, 0.0030073379044869486)	(82, 0.0034112159288498646)	(84, 0.003902083066152487)	(86, 0.004548287905133152)	(88, 0.005219346776382307)	(90, 0.005809630042758878)	(92, 0.006486902422075153)	(94, 0.007505917745083126)	(96, 0.008642989721366415)	(98, 0.009860837302522286)	(100, 0.011184314520819229)	(102, 0.012719051013398312)	(104, 0.014496114320595145)	(106, 0.016608707063416557)	(108, 0.018944986096654348)	(110, 0.022002032065678273)	(112, 0.02500936997016522)	(114, 0.028346023802209623)	(116, 0.032540141747516835)	(118, 0.0370635756203815)	(120, 0.04182933630786392)	(122, 0.04728479639079685)	(124, 0.05338024780464333)	(126, 0.06037665788822247)	(128, 0.06775830547196315)	(130, 0.07587936051569134)	(132, 0.08531146576158222)	(134, 0.0956258891530044)	(136, 0.10772980286775766)	(138, 0.12044264037308886)
SRR11605270_2 - illumina_universal_adapter	(1, 0.0)	(2, 2.4854032268487175e-05)	(3, 2.4854032268487175e-05)	(4, 3.728104840273076e-05)	(5, 3.728104840273076e-05)	(6, 3.728104840273076e-05)	(7, 3.728104840273076e-05)	(8, 6.213508067121794e-05)	(9, 8.698911293970512e-05)	(10, 0.00012427016134243589)	(12, 0.00014912419361092305)	(14, 0.00014912419361092305)	(16, 0.0001739782258794102)	(18, 0.000211259274282141)	(20, 0.00024232681461774995)	(22, 0.0002982483872218461)	(24, 0.0003976645162957948)	(26, 0.0004846536292354999)	(28, 0.0005343616937724743)	(30, 0.0005530022179738396)	(32, 0.0005964967744436922)	(34, 0.0006151372986450576)	(36, 0.0006648453631820319)	(38, 0.0006834858873833973)	(40, 0.0007021264115847628)	(42, 0.0007145534277190062)	(44, 0.0007331939519203716)	(46, 0.000813969556792955)	(48, 0.0008885316535984165)	(50, 0.0009382397181353908)	(52, 0.0010065883068737305)	(54, 0.0010625098794778266)	(56, 0.0011184314520819227)	(58, 0.0012178475811558715)	(60, 0.0013918258070352817)	(62, 0.0015160959683777177)	(64, 0.0016155120974516665)	(66, 0.0017149282265256152)	(68, 0.0018205578636666855)	(70, 0.00204424415408307)	(72, 0.002292784476767942)	(74, 0.0024543356865131087)	(76, 0.002690448993063737)	(78, 0.0030570459690239223)	(80, 0.003380148388514256)	(82, 0.0037840264128771724)	(84, 0.004318388106649647)	(86, 0.0049894469778988)	(88, 0.00567914637334932)	(90, 0.00633777822846423)	(92, 0.006983983067444896)	(94, 0.007984357866251506)	(96, 0.009177351415138889)	(98, 0.01045733407696598)	(100, 0.01181187883559853)	(102, 0.013427390933050197)	(104, 0.015198240732179909)	(106, 0.017348114523404047)	(108, 0.019746528637313063)	(110, 0.02279114759020274)	(112, 0.02581712601889105)	(114, 0.02913513932673409)	(116, 0.03340381936884676)	(118, 0.03790861271751006)	(120, 0.04271165445339521)	(122, 0.04829138469767058)	(124, 0.05441790365185267)	(126, 0.06138945970316333)	(128, 0.06889537744824645)	(130, 0.07707856757264585)	(132, 0.08651688632660386)	(134, 0.09685616375029452)	(136, 0.1087923127472355)	(138, 0.1216542744461776)
SRR11605270_kneaddata_paired_1 - illumina_universal_adapter	(1, 0.0)	(2, 2.6118587266509625e-05)	(3, 2.6118587266509625e-05)	(4, 3.9177880899764436e-05)	(5, 3.9177880899764436e-05)	(6, 3.9177880899764436e-05)	(7, 3.9177880899764436e-05)	(8, 6.529646816627406e-05)	(9, 9.141505543278368e-05)	(10, 0.00013059293633254813)	(12, 0.00015671152359905774)	(14, 0.00015671152359905774)	(16, 0.00017630046404893996)	(18, 0.000208948698132077)	(20, 0.00024159693221521405)	(22, 0.0003003637535648607)	(24, 0.0003656602217311347)	(26, 0.0004374863367140362)	(28, 0.00047013457079717323)	(30, 0.00047666421761380064)	(32, 0.0005093124516969377)	(34, 0.0005158420985135651)	(36, 0.0005289013921468199)	(38, 0.0005354310389634473)	(40, 0.0005746089198632117)	(42, 0.0005811385666798392)	(44, 0.000594197860313094)	(46, 0.000626846094396231)	(48, 0.000659494328479368)	(50, 0.0006856129157458776)	(52, 0.0007052018561957598)	(54, 0.0007182611498290146)	(56, 0.0007639686775454065)	(58, 0.0008423244393449354)	(60, 0.0009925063161273658)	(62, 0.0010839213715601495)	(64, 0.0011688067801763056)	(66, 0.0012667514824257168)	(68, 0.0013451072442252456)	(70, 0.0015018187678243033)	(72, 0.0017303564064062625)	(74, 0.0018674789895554381)	(76, 0.002056838747237633)	(78, 0.0023898507348856304)	(80, 0.0026902144884504912)	(82, 0.0030885229442647634)	(84, 0.0035847761023284457)	(86, 0.004224681490357932)	(88, 0.004877646172020672)	(90, 0.005445725445067257)	(92, 0.006098690126729997)	(94, 0.007045488915140971)	(96, 0.008168588167600885)	(98, 0.009422280356393347)	(100, 0.01069556148563569)	(102, 0.012184320959826741)	(104, 0.013973444187582649)	(106, 0.016049871875270162)	(108, 0.01840054472925603)	(110, 0.021482538026704166)	(112, 0.024453527328269636)	(114, 0.0276857025025002)	(116, 0.03189079505240825)	(118, 0.03635054382816477)	(120, 0.04107147847658638)	(122, 0.046471496393937245)	(124, 0.05262242369520027)	(126, 0.05968750155079112)	(128, 0.06713782856856298)	(130, 0.07516276450619808)	(132, 0.0844609815730755)	(134, 0.09475170495608029)	(136, 0.10681849227320774)	(138, 0.11936847345476562)
SRR11605270_kneaddata_paired_2 - illumina_universal_adapter	(1, 0.0)	(2, 2.6118587266509625e-05)	(3, 2.6118587266509625e-05)	(4, 3.9177880899764436e-05)	(5, 3.9177880899764436e-05)	(6, 3.9177880899764436e-05)	(7, 3.9177880899764436e-05)	(8, 6.529646816627406e-05)	(9, 9.141505543278368e-05)	(10, 0.00013059293633254813)	(12, 0.00015671152359905774)	(14, 0.00015671152359905774)	(16, 0.00017630046404893996)	(18, 0.000208948698132077)	(20, 0.00024159693221521405)	(22, 0.0003003637535648607)	(24, 0.00039177880899764434)	(26, 0.00046360492398054583)	(28, 0.0004962531580636829)	(30, 0.0005027828048803103)	(32, 0.0005354310389634473)	(34, 0.0005484903325967021)	(36, 0.0005680792730465843)	(38, 0.0005746089198632117)	(40, 0.0005876682134964666)	(42, 0.000594197860313094)	(44, 0.0006072571539463488)	(46, 0.0006399053880294858)	(48, 0.0006725536221126228)	(50, 0.0006986722093791324)	(52, 0.0007443797370955242)	(54, 0.0007770279711786614)	(56, 0.000835794792528308)	(58, 0.0009272098479610918)	(60, 0.0010969806651934043)	(62, 0.0012014550142594427)	(64, 0.0012928700696922264)	(66, 0.00138428512512501)	(68, 0.0014757001805577937)	(70, 0.0016911785255064983)	(72, 0.0019327754577217122)	(74, 0.00208948698132077)	(76, 0.002304965326269474)	(78, 0.0026445069607340995)	(80, 0.002964459654748842)	(82, 0.0033758274041963687)	(84, 0.0038981991495265615)	(86, 0.00455769347800593)	(88, 0.005223717453301925)	(90, 0.005798326373165137)	(92, 0.006457820701644504)	(94, 0.007385030549605596)	(96, 0.00856036697659853)	(98, 0.00986629633992401)	(100, 0.011191814643699375)	(102, 0.012785048466956462)	(104, 0.014574171694712371)	(106, 0.016676717969666396)	(108, 0.019046979764102145)	(110, 0.022128973061550282)	(112, 0.025093432716299123)	(114, 0.02836478577142945)	(116, 0.03262211549587052)	(118, 0.03710145321207692)	(120, 0.04195951044364771)	(122, 0.04749665094414775)	(124, 0.05364104859859414)	(126, 0.060582063164669075)	(128, 0.0681172755910571)	(130, 0.07626627481820811)	(132, 0.08571467376186796)	(134, 0.0960641639662224)	(136, 0.10801341764065056)	(138, 0.12066787317127446)
SRR11605271_1 - illumina_universal_adapter	(1, 2.756438730775735e-05)	(2, 4.1346580961636024e-05)	(3, 6.891096826939338e-05)	(4, 8.269316192327205e-05)	(5, 9.647535557715072e-05)	(6, 9.647535557715072e-05)	(7, 9.647535557715072e-05)	(8, 0.00012403974288490807)	(9, 0.00020673290480818012)	(10, 0.00020673290480818012)	(12, 0.00023429729211593746)	(14, 0.00028942606673145214)	(16, 0.0003790103254816636)	(18, 0.00044103019692411755)	(20, 0.00047548568105881426)	(22, 0.000509941165193511)	(24, 0.000592634327116783)	(26, 0.0006891096826939338)	(28, 0.0007855850382710844)	(30, 0.0009096247811559925)	(32, 0.001309308397118474)	(34, 0.0015573878828882902)	(36, 0.0019984180798124076)	(38, 0.002535923632313676)	(40, 0.003411092929334972)	(42, 0.004375846485106479)	(44, 0.006050383014052738)	(46, 0.0077387017366528765)	(48, 0.009695773235503647)	(50, 0.012142112609067113)	(52, 0.015167304116093482)	(54, 0.01901942724235257)	(56, 0.023774284052940714)	(58, 0.02902529983506849)	(60, 0.035103247236428985)	(62, 0.04333121684779455)	(64, 0.05296497021185575)	(66, 0.06376331893966969)	(68, 0.0763946994234495)	(70, 0.09108651785848415)	(72, 0.10730126869227241)	(74, 0.12581764586625843)	(76, 0.14726963028852058)	(78, 0.17161587537809725)	(80, 0.19897352978104643)	(82, 0.22983875246890773)	(84, 0.2637084933733146)	(86, 0.3019058430850393)	(88, 0.34360386998484926)	(90, 0.38863029665207083)	(92, 0.4389628678760358)	(94, 0.49402273152328113)	(96, 0.5531965799762092)	(98, 0.6180004545367467)	(100, 0.6879381962333541)	(102, 0.7613628329243927)	(104, 0.8422918740599683)	(106, 0.9276243260679581)	(108, 1.018635041861346)	(110, 1.1172948751326364)	(112, 1.2215709523178824)	(114, 1.331456382320257)	(116, 1.4487773057988993)	(118, 1.571059818992938)	(120, 1.7026315307096906)	(122, 1.83824142516703)	(124, 1.9837813901519885)	(126, 2.136005719059079)	(128, 2.29820146507475)	(130, 2.4659031974551455)	(132, 2.640682086276808)	(134, 2.8265074033120543)	(136, 3.0239855650816545)	(138, 3.223841155256549)
SRR11605271_2 - illumina_universal_adapter	(1, 2.756438730775735e-05)	(2, 4.1346580961636024e-05)	(3, 5.51287746155147e-05)	(4, 6.891096826939338e-05)	(5, 8.269316192327205e-05)	(6, 8.269316192327205e-05)	(7, 8.269316192327205e-05)	(8, 0.0001102575492310294)	(9, 0.00019295071115430144)	(10, 0.00019295071115430144)	(12, 0.00022051509846205878)	(14, 0.00027564387307757346)	(16, 0.0003652281318277849)	(18, 0.00044103019692411755)	(20, 0.000509941165193511)	(22, 0.000551287746155147)	(24, 0.0006477631017322977)	(26, 0.0007580206509633271)	(28, 0.0008958425875021138)	(30, 0.0010474467176947793)	(32, 0.001488476914618897)	(34, 0.0017847940781772883)	(36, 0.0022120420814475275)	(38, 0.0027840031180834924)	(40, 0.0037005189960664236)	(42, 0.004720401326453447)	(44, 0.006381155661745826)	(46, 0.008131494255788418)	(48, 0.010157476722908582)	(50, 0.012693400355222258)	(52, 0.015870195992441292)	(54, 0.019832576667931413)	(56, 0.024745928705539162)	(58, 0.030127875327378782)	(60, 0.036336753568451126)	(62, 0.0446887629227016)	(64, 0.05440520944868607)	(66, 0.06527936024159633)	(68, 0.07808301814604962)	(70, 0.09299535167954635)	(72, 0.10945818199910443)	(74, 0.1282295297556872)	(76, 0.14972975185573792)	(78, 0.17424827436598808)	(80, 0.20176442399595684)	(82, 0.23276057752353)	(84, 0.26699554655976465)	(86, 0.30537895588581676)	(88, 0.3473595177555312)	(90, 0.3924893108751569)	(92, 0.44324223900556514)	(94, 0.49863976639733043)	(96, 0.5580823676265092)	(98, 0.6229964997362778)	(100, 0.6932236674996165)	(102, 0.7674476714225801)	(104, 0.848914218110657)	(106, 0.9342880166996084)	(108, 1.0255881585597277)	(110, 1.1245787644787113)	(112, 1.2289926636004962)	(114, 1.3390503710235442)	(116, 1.456564245213341)	(118, 1.5791913132487263)	(120, 1.7116450853593272)	(122, 1.847785594272341)	(124, 1.9938217182288394)	(126, 2.1466386814630463)	(128, 2.3086966055421785)	(130, 2.4762674070828625)	(132, 2.6508533451933705)	(134, 2.836527058098424)	(136, 3.0332747636043687)	(138, 3.2321380358361846)
SRR11605271_2 - polyg	(1, 0.0314096193371895)	(2, 0.03202981805161404)	(3, 0.0320573824389218)	(4, 0.03208494682622955)	(5, 0.03211251121353731)	(6, 0.0321814221818067)	(7, 0.032305461924691616)	(8, 0.032388155086614884)	(9, 0.03258110579776918)	(10, 0.0327947297994043)	(12, 0.03315306683440515)	(14, 0.03349762167575211)	(16, 0.033793938839310506)	(18, 0.0340902560028689)	(20, 0.03430388000450402)	(22, 0.03443481084421587)	(24, 0.03461397936171629)	(26, 0.03473112800777426)	(28, 0.03488273213796693)	(30, 0.03500677188085183)	(32, 0.0351239205269098)	(34, 0.035385782206333496)	(36, 0.03555116853018004)	(38, 0.03570277266037271)	(40, 0.03586815898421925)	(42, 0.036130020663642945)	(44, 0.036322971374797244)	(46, 0.03650903098912461)	(48, 0.03681223924950994)	(50, 0.03707410092893364)	(52, 0.037287724930568755)	(54, 0.03752202222268469)	(56, 0.037728755127492866)	(58, 0.03788725035451247)	(60, 0.03814911203393617)	(62, 0.03837651822922517)	(64, 0.03860392442451417)	(66, 0.03879687513566847)	(68, 0.039155212170669314)	(70, 0.039437747140573826)	(72, 0.03961691565807425)	(74, 0.03992012391845958)	(76, 0.040347371921729824)	(78, 0.04063679798846127)	(80, 0.04094689734567354)	(82, 0.04147751180134787)	(84, 0.04208392832211853)	(86, 0.04301422639375534)	(88, 0.043903177884430516)	(90, 0.04477145608462488)	(92, 0.046108328869051106)	(94, 0.04786555855992064)	(96, 0.04979506567146365)	(98, 0.05184172142906463)	(100, 0.054322516286762795)	(102, 0.05724434134138508)	(104, 0.06117915762956744)	(106, 0.06578241030996292)	(108, 0.07127461448103356)	(110, 0.07740079956018264)	(112, 0.08504302594125836)	(114, 0.09432533336714566)	(116, 0.10497896906159386)	(118, 0.11731403238181529)	(120, 0.13181290010569563)	(122, 0.14703533299640464)	(124, 0.16458695661461914)	(126, 0.18404052295706885)	(128, 0.20647104312875642)	(130, 0.23174069519314297)	(132, 0.26084868819013474)	(134, 0.2920377924288622)	(136, 0.32687917798586746)	(138, 0.3647112995657644)
SRR11605271_kneaddata_paired_1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 2.8989922957830242e-05)	(9, 0.00011595969183132097)	(10, 0.00011595969183132097)	(12, 0.00014494961478915124)	(14, 0.00019568197996535416)	(16, 0.0002681567873599297)	(18, 0.00032613663327559026)	(20, 0.0003551265562334205)	(22, 0.0003913639599307083)	(24, 0.0004710862480647415)	(26, 0.0005508085361987746)	(28, 0.0006160358628538927)	(30, 0.0007319955546852136)	(32, 0.0010871221109186341)	(34, 0.0013407839367996488)	(36, 0.0017538903389487297)	(38, 0.002282956432929132)	(40, 0.0031888915253613266)	(42, 0.004181796386667012)	(44, 0.005805232072305506)	(46, 0.007443162719422915)	(48, 0.009363745115379168)	(50, 0.01179889864383691)	(52, 0.01482834559293017)	(54, 0.01872024275001888)	(56, 0.0234818375958425)	(58, 0.02872901365120977)	(60, 0.034853134876051406)	(62, 0.042963065823504426)	(64, 0.05238479078479925)	(66, 0.06317628960585156)	(68, 0.075823143496205)	(70, 0.09062249916617734)	(72, 0.10696556823365413)	(74, 0.1255191189266655)	(76, 0.14714560145320688)	(78, 0.17178703596736256)	(80, 0.19914627575881488)	(82, 0.23033218538070074)	(84, 0.2642938801257989)	(86, 0.302437371257564)	(88, 0.34401616825983206)	(90, 0.38913173586295535)	(92, 0.43950897448292486)	(94, 0.49480725252498603)	(96, 0.5540481600893121)	(98, 0.6188986177459783)	(100, 0.68915569603428)	(102, 0.7624567162331538)	(104, 0.8434400660158525)	(106, 0.9285617273007816)	(108, 1.0193654134854453)	(110, 1.118279030617562)	(112, 1.2225557834968774)	(114, 1.332043475027863)	(116, 1.4492352385848917)	(118, 1.5711813495070046)	(120, 1.7026071652363282)	(122, 1.8377002062198171)	(124, 1.9828455029889336)	(126, 2.1344265626546886)	(128, 2.296183085278642)	(130, 2.4630635767853915)	(132, 2.6375394281070927)	(134, 2.822748798403931)	(136, 3.019278733615802)	(138, 3.2177075087814098)
SRR11605271_kneaddata_paired_2 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 2.8989922957830242e-05)	(9, 0.00011595969183132097)	(10, 0.00011595969183132097)	(12, 0.00014494961478915124)	(14, 0.00019568197996535416)	(16, 0.0002681567873599297)	(18, 0.0003333841140150478)	(20, 0.0003696215177123356)	(22, 0.0004058589214096234)	(24, 0.0004928286902831141)	(26, 0.0005797984591566048)	(28, 0.0006667682280300955)	(30, 0.0007899754006008741)	(32, 0.0011523494375737522)	(34, 0.0013842688212363941)	(36, 0.00178288026190656)	(38, 0.002297451394408047)	(40, 0.0032106339675796996)	(42, 0.004225281271103758)	(44, 0.005812479553044965)	(46, 0.007443162719422915)	(48, 0.009399982519076457)	(50, 0.011871373451231484)	(52, 0.015009532611416607)	(54, 0.018952162133681522)	(56, 0.02380072674837863)	(58, 0.029134872572619396)	(60, 0.03532422112411615)	(62, 0.04364432901301343)	(64, 0.053239993512055245)	(66, 0.06416194698641778)	(68, 0.07704796774117333)	(70, 0.09195603562223753)	(72, 0.10851652911189806)	(74, 0.1274179588804034)	(76, 0.14902269896472636)	(78, 0.17376559820923448)	(80, 0.20136400486508887)	(82, 0.23273834898620066)	(84, 0.2670479228067928)	(86, 0.30550305561035457)	(88, 0.34748771153403224)	(90, 0.39283519852081816)	(92, 0.4435313262933238)	(94, 0.49934417546788645)	(96, 0.5589474570691855)	(98, 0.624182031205043)	(100, 0.6946782763577466)	(102, 0.7689722014179261)	(104, 0.8503469151605556)	(106, 0.9358092080402391)	(108, 1.027149207799623)	(110, 1.1267730780442065)	(112, 1.231288997787924)	(114, 1.3412550230477134)	(116, 1.4590483275061172)	(118, 1.581168377965977)	(120, 1.7134276539803381)	(122, 1.8491004934229838)	(124, 1.9941660679039663)	(126, 2.145986294434123)	(128, 2.3075181451551536)	(130, 2.4745290913152136)	(132, 2.6486788060036393)	(134, 2.833706989281991)	(136, 3.0287874283459697)	(138, 3.2262522885732303)
SRR11605272_1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 2.7680955945204992e-05)	(7, 2.7680955945204992e-05)	(8, 2.7680955945204992e-05)	(9, 4.152143391780749e-05)	(10, 5.5361911890409985e-05)	(12, 8.996310682191623e-05)	(14, 9.688334580821748e-05)	(16, 9.688334580821748e-05)	(18, 0.00011072382378081997)	(20, 0.00012456430175342246)	(22, 0.00013840477972602497)	(24, 0.00015224525769862748)	(26, 0.0001868464526301337)	(28, 0.00019376669161643497)	(30, 0.00020760716958903745)	(32, 0.0002560488424931462)	(34, 0.0002698893204657487)	(36, 0.0003183309933698574)	(38, 0.00034601194931506245)	(40, 0.0004152143391780749)	(42, 0.00043597505613697865)	(44, 0.0005120976849862924)	(46, 0.0005813000748493049)	(48, 0.000615901269780811)	(50, 0.0007266250935616312)	(52, 0.0008788703512602586)	(54, 0.0010864775208492962)	(56, 0.0013148454073972373)	(58, 0.001474010904082166)	(60, 0.0017369799855616133)	(62, 0.0019861085890684584)	(64, 0.002311359821424617)	(66, 0.002754255116547897)	(68, 0.003404757581260214)	(70, 0.004138302913808147)	(72, 0.0050102530260821045)	(74, 0.005854522182410856)	(76, 0.007072484243999876)	(78, 0.00848421299720533)	(80, 0.009958223901287496)	(82, 0.011612161019013495)	(84, 0.013646711280986061)	(86, 0.015757384171807942)	(88, 0.018103345188164068)	(90, 0.020850680065725664)	(92, 0.024027069760437933)	(94, 0.02783320120290362)	(96, 0.03165317312334191)	(98, 0.03632433443909525)	(100, 0.041216943402410236)	(102, 0.04675313459145124)	(104, 0.05359725094890317)	(106, 0.061396360286464675)	(108, 0.06934771488172481)	(110, 0.07762432070934111)	(112, 0.08724345290029983)	(114, 0.09679338270139556)	(116, 0.10771351982177893)	(118, 0.1197270547019979)	(120, 0.13278554566914835)	(122, 0.14798931072205218)	(124, 0.16389201991257246)	(126, 0.18095040901380505)	(128, 0.19956585188695541)	(130, 0.21920549013007834)	(132, 0.24057518811977663)	(134, 0.2627545540708721)	(136, 0.28728680127731)	(138, 0.3143864571476657)
SRR11605272_2 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 2.7680955945204992e-05)	(7, 2.7680955945204992e-05)	(8, 2.7680955945204992e-05)	(9, 4.152143391780749e-05)	(10, 5.5361911890409985e-05)	(12, 8.996310682191623e-05)	(14, 9.688334580821748e-05)	(16, 9.688334580821748e-05)	(18, 0.00011072382378081997)	(20, 0.00012456430175342246)	(22, 0.00013840477972602497)	(24, 0.0001453250187123262)	(26, 0.00017300597465753123)	(28, 0.00017992621364383245)	(30, 0.00019376669161643497)	(32, 0.0002491286035068449)	(34, 0.00028372979843835117)	(36, 0.0003390917103287612)	(38, 0.0003598524272876649)	(40, 0.0004152143391780749)	(42, 0.00043597505613697865)	(44, 0.0005328584019451961)	(46, 0.0005882203138356061)	(48, 0.0006297417477534136)	(50, 0.0007404655715342336)	(52, 0.0009342322631506685)	(54, 0.0011833608666575136)	(56, 0.0014048085142191534)	(58, 0.0016054954448218896)	(60, 0.0018823050042739396)	(62, 0.0021521943247396883)	(64, 0.002484365796082148)	(66, 0.002948021808164332)	(68, 0.0036123647508492516)	(70, 0.004352830322383486)	(72, 0.005245541151616346)	(74, 0.0061313317418629065)	(76, 0.007376974759397131)	(78, 0.008802543990575187)	(80, 0.010262714416684752)	(82, 0.011916651534410749)	(84, 0.01396504227435592)	(86, 0.01613107707706821)	(88, 0.018601602395177757)	(90, 0.021383538467670857)	(92, 0.02455300792339683)	(94, 0.028366059604848816)	(96, 0.03218603152528711)	(98, 0.03689871427495826)	(100, 0.04175672204334173)	(102, 0.04741747753413615)	(104, 0.05420623197969768)	(106, 0.06203994251219069)	(108, 0.06997745662947823)	(110, 0.07837862675884794)	(112, 0.0881292434905464)	(114, 0.09786601974427225)	(116, 0.1091321688139707)	(118, 0.12133947038580609)	(120, 0.13436336015802505)	(122, 0.14950484306005218)	(124, 0.16549751535739438)	(126, 0.18259742589254474)	(128, 0.2012197890046814)	(130, 0.22064489983922903)	(132, 0.24200767758994096)	(134, 0.26419396378002274)	(136, 0.28844940142700864)	(138, 0.3154660144295287)
SRR11605272_kneaddata_paired_1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 1.4512132578199352e-05)	(12, 4.3536397734598055e-05)	(14, 4.3536397734598055e-05)	(16, 4.3536397734598055e-05)	(18, 5.804853031279741e-05)	(20, 7.256066289099676e-05)	(22, 8.707279546919611e-05)	(24, 9.43288617582958e-05)	(26, 0.0001233531269146945)	(28, 0.00013060919320379417)	(30, 0.00013060919320379417)	(32, 0.00018140165722749192)	(34, 0.00019591378980569126)	(36, 0.00023219412125118964)	(38, 0.00023945018754028933)	(40, 0.00028298658527488736)	(42, 0.0002974987178530867)	(44, 0.00034829118187678444)	(46, 0.0003918275796113825)	(48, 0.00041359577847868153)	(50, 0.0005296928391042763)	(52, 0.0006820702311753695)	(54, 0.0008707279546919611)	(56, 0.0010884099433649515)	(58, 0.0012407873354360445)	(60, 0.0015165178544218323)	(62, 0.0017777362408294205)	(64, 0.0020970031575498066)	(66, 0.0025178550023175874)	(68, 0.0031781570346256583)	(70, 0.003911019729824725)	(72, 0.0047962598170948854)	(74, 0.005666987771786847)	(76, 0.006878750842066492)	(78, 0.00827191556957363)	(80, 0.009723128827393564)	(82, 0.011392024073886491)	(84, 0.0134092105022562)	(86, 0.015498957593516908)	(88, 0.017820898806028804)	(90, 0.02057094792959758)	(92, 0.02370556856648864)	(94, 0.02752951550084417)	(96, 0.0313679745677779)	(98, 0.035961064528777995)	(100, 0.04079360467731838)	(102, 0.04632998325590143)	(104, 0.05315068556765512)	(106, 0.06087114009925718)	(108, 0.06881653268582133)	(110, 0.07711021645426226)	(112, 0.08679706495021033)	(114, 0.0963968406506892)	(116, 0.10723014762031502)	(118, 0.11906479173783659)	(120, 0.1320676625279032)	(122, 0.14724735320469973)	(124, 0.1629712488531787)	(126, 0.17989239543935917)	(128, 0.19835908414511783)	(130, 0.21787064639650688)	(132, 0.23927604194935093)	(134, 0.261414300197394)	(136, 0.28568584193443247)	(138, 0.3126493842647268)
